College Name,Branch Name,2022,2023,2024,Predicted_2024
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",INFORMATION TECHNOLOGY,,,181.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",M.Tech. Computer Science and Engineering (Integrated 5 years),,,174.5,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",MECHANICAL AND AUTOMATION ENGINEERING,,,155.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",MECHANICAL ENGINEERING,,,164.0,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,180.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,CIVIL ENGINEERING,,153.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,176.5,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,COMPUTER SCIENCE AND ENGINEERING,,185.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,178.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,Computer Science and Engineering (Internet of Things),,174.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,ELECTRICAL AND ELECTRONICS ENGINEERING,,169.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,ELECTRONICS AND COMMUNICATION ENGINEERING,,179.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,163.5,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,INFORMATION TECHNOLOGY,,180.5,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,INSTRUMENTATION AND CONTROL ENGINEERING,,155.5,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,M.Tech. Computer Science and Engineering (Integrated 5 years),,175.0,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,MECHANICAL AND AUTOMATION ENGINEERING,,151.5,,
Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,MECHANICAL ENGINEERING,,158.0,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,183.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CIVIL ENGINEERING,143.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",COMPUTER SCIENCE AND BUSSINESS SYSTEM,181.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",COMPUTER SCIENCE AND ENGINEERING,190.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),185.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",Computer Science and Engineering (Internet of Things),179.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",ELECTRICAL AND ELECTRONICS ENGINEERING,175.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",ELECTRONICS AND COMMUNICATION ENGINEERING,182.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",ELECTRONICS AND INSTRUMENTATION ENGINEERING,166.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",INFORMATION TECHNOLOGY,185.78,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",INSTRUMENTATION AND CONTROL ENGINEERING,169.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",M.Tech. Computer Science and Engineering (Integrated 5 years),180.0,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",MECHANICAL AND AUTOMATION ENGINEERING,156.5,,,
"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",MECHANICAL ENGINEERING,159.5,,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,172.5,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,COMPUTER AND COMMUNICATION ENGINEERING,,167.0,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,COMPUTER SCIENCE AND ENGINEERING,,177.0,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,Computer Science and Engineering (Cyber Security),,176.0,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,ELECTRICAL AND ELECTRONICS ENGINEERING,,163.0,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,ELECTRONICS AND COMMUNICATION ENGINEERING,,171.5,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,INFORMATION TECHNOLOGY,,171.5,,
Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,MECHANICAL ENGINEERING,,149.5,,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",Artificial Intelligence and Data Science,,,174.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",COMPUTER AND COMMUNICATION ENGINEERING,,,171.0,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",COMPUTER SCIENCE AND ENGINEERING,,,178.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,174.0,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",Computer Science and Engineering (Cyber Security),,,174.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",Computer Science and Engineering (Internet of Things),,,171.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,165.0,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,176.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",INFORMATION TECHNOLOGY,,,174.5,
"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",MECHANICAL ENGINEERING,,,149.5,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,177.0,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",COMPUTER AND COMMUNICATION ENGINEERING,175.5,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",COMPUTER SCIENCE AND ENGINEERING,182.5,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",Computer Science and Engineering (Cyber Security),176.5,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",ELECTRICAL AND ELECTRONICS ENGINEERING,172.5,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",INFORMATION TECHNOLOGY,178.0,,,
"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",MECHANICAL ENGINEERING,151.5,,,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",Artificial Intelligence and Data Science,,,172.5,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",COMPUTER SCIENCE AND ENGINEERING,,,157.0,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,129.0,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",Computer Science and Engineering (Cyber Security),,,148.0,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,123.0,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,138.0,
"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",INFORMATION TECHNOLOGY,,,158.5,
Sri Sai Ranganathan Engineering College Zahirnaickenpalayam Village Viraliyur Post Thondamuthur Via Coimbatore District 641109,INFORMATION TECHNOLOGY,,144.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,AGRICULTURAL ENGINEERING,,142.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,162.5,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,Artificial Intelligence and Machine Learning,,157.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,BIO MEDICAL ENGINEERING,,139.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,BIO TECHNOLOGY,,157.5,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,COMPUTER SCIENCE AND ENGINEERING,,166.5,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,Computer Science and Engineering (Cyber Security),,158.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,ELECTRICAL AND ELECTRONICS ENGINEERING,,147.5,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,ELECTRONICS AND COMMUNICATION ENGINEERING,,160.5,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,FOOD TECHNOLOGY,,139.045,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,INFORMATION TECHNOLOGY,,160.0,,
Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,MECHANICAL ENGINEERING,,139.0,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",AGRICULTURAL ENGINEERING,155.975,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",Artificial Intelligence and Machine Learning,164.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",BIO MEDICAL ENGINEERING,142.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",BIO TECHNOLOGY,151.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",COMPUTER SCIENCE AND ENGINEERING,173.0,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",Computer Science and Engineering (Cyber Security),166.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",ELECTRICAL AND ELECTRONICS ENGINEERING,156.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",ELECTRONICS AND COMMUNICATION ENGINEERING,167.0,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",FOOD TECHNOLOGY,147.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",INFORMATION TECHNOLOGY,169.5,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",MECHANICAL ENGINEERING,132.0,,,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Artificial Intelligence and Data Science,,,163.0,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Artificial Intelligence and Machine Learning,,,159.0,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",BIO MEDICAL ENGINEERING,,,139.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",BIO TECHNOLOGY,,,148.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",COMPUTER SCIENCE AND ENGINEERING,,,170.0,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Computer Science and Engineering (Cyber Security),,,159.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,152.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,165.0,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Electronics Engineering (VLSI Design and Technology),,,154.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",INFORMATION TECHNOLOGY,,,162.5,
"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",MECHANICAL ENGINEERING,,,145.5,
"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem District-637304.",Artificial Intelligence and Data Science,,,135.0,
"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem District-637304.",COMPUTER SCIENCE AND ENGINEERING,,,142.0,
"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem District-637304.",Computer Science and Engineering (Cyber Security),,,116.5,
"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem District-637304.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,127.5,
"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem District-637304.",INFORMATION TECHNOLOGY,,,123.5,
Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,COMPUTER SCIENCE AND ENGINEERING,,130.5,,
Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,ELECTRONICS AND COMMUNICATION ENGINEERING,,123.0,,
Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,INFORMATION TECHNOLOGY,,130.5,,
"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",INFORMATION TECHNOLOGY,129.5,,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,BIO MEDICAL ENGINEERING,,190.5,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CHEMICAL ENGINEERING,,189.5,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CIVIL ENGINEERING,,188.5,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,COMPUTER SCIENCE AND ENGINEERING,,199.0,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,ELECTRICAL AND ELECTRONICS ENGINEERING,,196.0,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,ELECTRONICS AND COMMUNICATION ENGINEERING,,197.5,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,INFORMATION TECHNOLOGY,,198.0,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,M.Tech. Computer Science and Engineering (Integrated 5 years),,196.0,,
Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,MECHANICAL ENGINEERING,,192.0,,
