College Name,Branch Name,2022,2023,2024,Predicted_2024
Sree Sakthi Engineering College Bettathapuram Bilichi Village Karamadai Coimbatore District 641104,MECHANICAL ENGINEERING,,110.0,,
"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104",COMPUTER SCIENCE AND ENGINEERING,142.5,,,
Sree Sastha Institute of Engineering and Technology Chembarambakkam Chennai 600103,COMPUTER SCIENCE AND ENGINEERING,,143.0,,
Sree Sastha Institute of Engineering and Technology Chembarambakkam Chennai 600103,INFORMATION TECHNOLOGY,,135.0,,
"Sree Sastha Institute of Engineering and Technology, Chembarambakkam, Chennai 600103",COMPUTER SCIENCE AND ENGINEERING,143.0,,,
"Sree Sowdambika College of Engineering, Aruppukkottai Taluk, Virudhunagar District 626134",COMPUTER SCIENCE AND ENGINEERING,135.0,,,
"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District 632317",COMPUTER SCIENCE AND ENGINEERING,122.0,,,
"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District 632317",INFORMATION TECHNOLOGY,138.0,,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,182.5,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER AND COMMUNICATION ENGINEERING,,180.0,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,180.0,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER SCIENCE AND ENGINEERING,,186.0,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,179.5,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,ELECTRICAL AND ELECTRONICS ENGINEERING,,175.0,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,ELECTRONICS AND COMMUNICATION ENGINEERING,,180.5,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,INFORMATION TECHNOLOGY,,182.5,,
Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,MECHANICAL ENGINEERING,,169.5,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",COMPUTER AND COMMUNICATION ENGINEERING,186.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",COMPUTER SCIENCE AND BUSSINESS SYSTEM,181.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",COMPUTER SCIENCE AND ENGINEERING,189.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),183.5,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",ELECTRICAL AND ELECTRONICS ENGINEERING,176.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",INFORMATION TECHNOLOGY,184.0,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",MECHANICAL ENGINEERING,165.5,,,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",Artificial Intelligence and Data Science,,,187.5,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",COMPUTER AND COMMUNICATION ENGINEERING,,,181.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,182.5,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",COMPUTER SCIENCE AND ENGINEERING,,,191.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,185.5,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",Computer Science and Engineering (Cyber Security),,,184.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,179.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,187.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",INFORMATION TECHNOLOGY,,,188.0,
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",MECHANICAL ENGINEERING,,,178.5,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",Artificial Intelligence and Data Science,,,190.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",CIVIL ENGINEERING,,,172.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,187.5,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",COMPUTER SCIENCE AND DESIGN,,,186.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",COMPUTER SCIENCE AND ENGINEERING,,,192.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",Computer Science and Engineering (Cyber Security),,,188.5,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,187.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,190.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",INFORMATION TECHNOLOGY,,,189.5,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",M.Tech. Computer Science and Engineering (Integrated 5 years),,,185.5,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",MECHANICAL ENGINEERING,,,177.0,
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",Mechatronics Engineering,,,177.5,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CIVIL ENGINEERING,168.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",COMPUTER SCIENCE AND BUSSINESS SYSTEM,190.0,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",COMPUTER SCIENCE AND DESIGN,188.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",COMPUTER SCIENCE AND ENGINEERING,194.0,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",Computer Science and Engineering (Cyber Security),191.0,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",ELECTRICAL AND ELECTRONICS ENGINEERING,186.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",INFORMATION TECHNOLOGY,192.5,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",M.Tech. Computer Science and Engineering (Integrated 5 years),188.0,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",MECHANICAL ENGINEERING,174.0,,,
"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",Mechatronics Engineering,176.0,,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,191.0,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,CIVIL ENGINEERING,,163.0,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,187.0,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,COMPUTER SCIENCE AND DESIGN,,185.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,COMPUTER SCIENCE AND ENGINEERING,,192.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,Computer Science and Engineering (Cyber Security),,187.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,ELECTRICAL AND ELECTRONICS ENGINEERING,,184.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,ELECTRONICS AND COMMUNICATION ENGINEERING,,189.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,INFORMATION TECHNOLOGY,,189.0,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,M.Tech. Computer Science and Engineering (Integrated 5 years),,184.5,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,MECHANICAL ENGINEERING,,169.0,,
Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,Mechatronics Engineering,,172.0,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.0,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",CIVIL ENGINEERING,153.2,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",COMPUTER SCIENCE AND ENGINEERING,189.0,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),184.5,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",Computer Science and Engineering (Cyber Security),184.0,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",Computer Science and Engineering (Internet of Things),182.55,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",INFORMATION TECHNOLOGY,186.5,,,
"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",MECHANICAL ENGINEERING,166.0,,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,185.0,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,CIVIL ENGINEERING,,147.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,COMPUTER SCIENCE AND ENGINEERING,,184.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,183.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,Computer Science and Engineering (Cyber Security),,180.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,Computer Science and Engineering (Internet of Things),,178.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,ELECTRICAL AND ELECTRONICS ENGINEERING,,173.5,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,ELECTRONICS AND COMMUNICATION ENGINEERING,,181.0,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,INFORMATION TECHNOLOGY,,181.0,,
Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,MECHANICAL ENGINEERING,,162.5,,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",Artificial Intelligence and Data Science,,,184.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",CIVIL ENGINEERING,,,166.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",COMPUTER SCIENCE AND ENGINEERING,,,185.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,181.5,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",Computer Science and Engineering (Cyber Security),,,182.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",Computer Science and Engineering (Internet of Things),,,179.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,178.5,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,183.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",INFORMATION TECHNOLOGY,,,181.0,
"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",MECHANICAL ENGINEERING,,,170.5,
Sri Raajaraajan College of Engineering & Technology Amaravathi Village Amaravathi Pudur Post Karaikudi Sivagangai District 630301,COMPUTER SCIENCE AND ENGINEERING,,128.0,,
Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,COMPUTER SCIENCE AND ENGINEERING,,136.5,,
"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",COMPUTER SCIENCE AND ENGINEERING,160.5,,,
"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113",COMPUTER SCIENCE AND ENGINEERING,155.0,,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,AERONAUTICAL ENGINEERING,,163.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,181.0,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,BIO MEDICAL ENGINEERING,,160.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,CIVIL ENGINEERING,,138.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,COMPUTER SCIENCE AND ENGINEERING,,183.0,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ELECTRICAL AND ELECTRONICS ENGINEERING,,170.0,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ELECTRONICS AND COMMUNICATION ENGINEERING,,175.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,167.0,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,INFORMATION TECHNOLOGY,,179.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,M.Tech. Computer Science and Engineering (Integrated 5 years),,172.0,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,MECHANICAL ENGINEERING,,157.5,,
Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ROBOTICS AND AUTOMATION,,164.0,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",AERONAUTICAL ENGINEERING,166.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.295,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",BIO MEDICAL ENGINEERING,172.68,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",COMPUTER SCIENCE AND ENGINEERING,186.075,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ELECTRICAL AND ELECTRONICS ENGINEERING,175.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ELECTRONICS AND COMMUNICATION ENGINEERING,181.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ELECTRONICS AND INSTRUMENTATION ENGINEERING,171.5,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",INFORMATION TECHNOLOGY,184.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",M.Tech. Computer Science and Engineering (Integrated 5 years),177.295,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",MECHANICAL ENGINEERING,158.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",ROBOTICS AND AUTOMATION,174.0,,,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",AERONAUTICAL ENGINEERING,,,173.5,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",Artificial Intelligence and Data Science,,,183.5,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",BIO MEDICAL ENGINEERING,,,172.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",CIVIL ENGINEERING,,,150.5,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",COMPUTER SCIENCE AND ENGINEERING,,,184.5,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,177.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,181.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,174.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",INFORMATION TECHNOLOGY,,,179.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",M.Tech. Computer Science and Engineering (Integrated 5 years),,,177.5,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",MECHANICAL ENGINEERING,,,165.0,
"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",ROBOTICS AND AUTOMATION,,,172.5,
Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,COMPUTER SCIENCE AND ENGINEERING,,163.5,,
Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,ELECTRICAL AND ELECTRONICS ENGINEERING,,153.5,,
Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,ELECTRONICS AND COMMUNICATION ENGINEERING,,162.5,,
Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,INFORMATION TECHNOLOGY,,165.0,,
Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,MECHANICAL ENGINEERING,,141.0,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",COMPUTER SCIENCE AND ENGINEERING,170.5,,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",ELECTRICAL AND ELECTRONICS ENGINEERING,161.5,,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",ELECTRONICS AND COMMUNICATION ENGINEERING,166.5,,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",INFORMATION TECHNOLOGY,171.5,,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",MECHANICAL ENGINEERING,142.5,,,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",COMPUTER SCIENCE AND ENGINEERING,,,172.5,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,160.5,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,170.5,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",INFORMATION TECHNOLOGY,,,171.0,
"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",MECHANICAL ENGINEERING,,,143.5,
"Sri Ramanujar Engineering College, Vandalur, Kolapakkam, Kanchipuram, Chennai-600127.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,106.0,
Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,141.0,,
Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,COMPUTER SCIENCE AND ENGINEERING,,133.0,,
Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,INFORMATION TECHNOLOGY,,135.0,,
"Sri Ranganathar Institute of Engineering and Technology, S.F No:162, Athipalayam village, Thudiyalur-kovilpalayam Road, Coimbatore-641110.",Artificial Intelligence and Data Science,,,137.0,
"Sri Ranganathar Institute of Engineering and Technology, S.F No:162, Athipalayam village, Thudiyalur-kovilpalayam Road, Coimbatore-641110.",COMPUTER SCIENCE AND ENGINEERING,,,127.5,
"Sri Ranganathar Institute of Engineering and Technology, S.F No:162, Athipalayam village, Thudiyalur-kovilpalayam Road, Coimbatore-641110.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,127.5,
"Sri Ranganathar Institute of Engineering and Technology, S.F No:162, Athipalayam village, Thudiyalur-kovilpalayam Road, Coimbatore-641110.",INFORMATION TECHNOLOGY,,,122.0,
"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",COMPUTER SCIENCE AND ENGINEERING,133.0,,,
"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",ELECTRONICS AND COMMUNICATION ENGINEERING,121.5,,,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",Artificial Intelligence and Data Science,,,181.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",CIVIL ENGINEERING,,,155.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,175.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",COMPUTER SCIENCE AND ENGINEERING,,,186.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,179.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",Computer Science and Engineering (Cyber Security),,,179.0,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",Computer Science and Engineering (Internet of Things),,,177.5,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,172.5,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,182.5,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,167.5,
"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",Electronic Instrumentation and Control Engineering,,,165.5,
